provincia,ciudad,sector,tipo_propiedad,habitaciones,banos,parqueos,m2_construccion,precio_usd
La Romana,La Romana,Central Romana,Apartamento,2,1,2,220,437800.00
Santiago,Santiago de los Caballeros,Los Colegios,Apartamento,4,2,2,163,266831.00
Santo Domingo,Santo Domingo Norte,Avenida Jacobo Majluta,Casa,4,3,2,345,652395.00
Distrito Nacional,Santo Domingo,Naco,Apartamento,3,3,1,138,302634.00
Santo Domingo,Santo Domingo Norte,Avenida Jacobo Majluta,Apartamento,3,4,1,146,215204.00
Samaná,Las Terrenas,Cosón,Casa,3,5,2,670,905170.00
Santo Domingo,Santo Domingo Este,Autopista San Isidro,Apartamento,1,3,2,225,474075.00
Santiago,Santiago de los Caballeros,El Dorado II,Villa,3,5,4,502,662138.00
La Romana,La Romana,Buena Vista,Apartamento,3,2,1,218,271628.00
Santo Domingo,Santo Domingo Oeste,Manoguayabo,Casa,3,6,3,588,775572.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Apartamento,3,4,1,130,216580.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Apartamento,3,1,1,210,259770.00
La Altagracia,Punta Cana,Bávaro,Apartamento,3,1,1,194,349200.00
La Altagracia,Punta Cana,El Cortecito,Casa,3,6,4,564,1163532.00
Santo Domingo,Santo Domingo Oeste,Villa Aura,Apartamento,4,3,1,65,135005.00
Distrito Nacional,Santo Domingo,Bella Vista,Casa,4,5,2,195,194025.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Apartamento,2,1,1,128,160000.00
Santo Domingo,Santo Domingo Oeste,Prolongación 27,Apartamento,4,4,2,186,377394.00
Puerto Plata,Puerto Plata,Sosúa,Apartamento,4,2,1,92,181516.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Casa,4,3,3,578,1290096.00
Distrito Nacional,Santo Domingo,El Millón,Townhouse,4,4,2,110,167750.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Apartamento,2,1,1,211,397102.00
La Altagracia,Punta Cana,Punta Cana Village,Casa,5,3,2,307,351822.00
Distrito Nacional,Santo Domingo,Bella Vista,Casa,3,4,2,537,990765.00
Puerto Plata,Puerto Plata,Costámbar,Townhouse,4,3,2,51,61302.00
Distrito Nacional,Santo Domingo,Bella Vista,Apartamento,4,4,2,129,256839.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Casa,6,6,3,496,511872.00
Puerto Plata,Puerto Plata,Cabarete,Apartamento,3,4,1,115,204355.00
Distrito Nacional,Santo Domingo,Piantini,Apartamento,3,3,1,170,396950.00
Distrito Nacional,Santo Domingo,Mirador Sur,Apartamento,3,4,1,168,336504.00
Santo Domingo,Santo Domingo Este,Alma Rosa,Villa,5,3,4,569,743114.00
La Altagracia,Punta Cana,Cap Cana,Casa,5,6,3,188,354568.00
La Altagracia,Punta Cana,Punta Cana Village,Casa,4,5,3,391,673693.00
Santiago,Santiago de los Caballeros,La Trinitaria,Townhouse,3,3,2,206,608112.00
La Altagracia,Punta Cana,Punta Cana Village,Apartamento,4,2,2,134,219224.00
Santiago,Santiago de los Caballeros,La Trinitaria,Apartamento,3,1,2,206,430334.00
Puerto Plata,Puerto Plata,Playa Dorada,Penthouse,5,3,4,344,697976.00
Santiago,Santiago de los Caballeros,Villa Olga,Casa,5,5,3,197,379422.00
La Romana,La Romana,Casa de Campo,Casa,3,6,3,692,1833800.00
Santo Domingo,Santo Domingo Norte,Sabana Perdida,Apartamento,2,3,1,113,160686.00
Santo Domingo,Santo Domingo Este,Alma Rosa,Townhouse,4,2,1,226,328604.00
Santo Domingo,Santo Domingo Este,Autopista San Isidro,Apartamento,1,4,2,127,230124.00
Santo Domingo,Santo Domingo Oeste,Villa Aura,Apartamento,4,3,2,170,232900.00
Santo Domingo,Santo Domingo Norte,Villa Mella,Casa,3,4,3,623,917679.00
Puerto Plata,Puerto Plata,Sosúa,Casa,4,6,2,208,236912.00
La Altagracia,Punta Cana,Bávaro,Casa,3,3,4,652,998864.00
Puerto Plata,Puerto Plata,Costámbar,Apartamento,4,2,2,199,356210.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Apartamento,4,1,1,67,109478.00
La Altagracia,Punta Cana,Cocotal,Casa,5,4,3,577,751831.00
Santo Domingo,Santo Domingo Este,Alma Rosa,Casa,5,2,2,483,591675.00
Santo Domingo,Santo Domingo Oeste,Manoguayabo,Casa,4,2,2,379,562436.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Casa,6,3,4,290,257520.00
Santiago,Santiago de los Caballeros,La Trinitaria,Apartamento,4,4,1,58,156600.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Apartamento,1,2,1,215,450855.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Casa,5,3,2,489,623475.00
La Altagracia,Punta Cana,Bávaro,Casa,5,2,2,345,688275.00
Samaná,Las Terrenas,Cosón,Apartamento,3,2,2,242,432938.00
Santo Domingo,Santo Domingo Norte,Avenida Jacobo Majluta,Casa,4,6,2,189,213381.00
Distrito Nacional,Santo Domingo,Bella Vista,Apartamento,1,2,1,52,81640.00
Distrito Nacional,Santo Domingo,Evaristo Morales,Casa,6,5,3,249,564483.00
Santo Domingo,Santo Domingo Este,Lucerna,Penthouse,4,4,2,444,1054056.00
Santo Domingo,Santo Domingo Norte,Sabana Perdida,Apartamento,3,3,1,241,293056.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Apartamento,2,1,1,94,147768.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Apartamento,4,2,1,57,87951.00
Santiago,Santiago de los Caballeros,Cerro Alto,Casa,5,5,2,196,203056.00
San Pedro de Macorís,Juan Dolio,Playa Juan Dolio,Casa,4,3,3,233,376062.00
Distrito Nacional,Santo Domingo,El Millón,Villa,6,4,4,739,1327983.00
Santo Domingo,Santo Domingo Este,Autopista San Isidro,Penthouse,5,5,4,473,1020261.00
Santiago,Santiago de los Caballeros,La Barranquita,Casa,4,4,2,575,911950.00
La Romana,La Romana,Casa de Campo,Apartamento,4,2,2,211,458714.00
La Altagracia,Punta Cana,Cocotal,Villa,3,3,2,504,1046304.00
Distrito Nacional,Santo Domingo,Mirador Sur,Apartamento,3,4,2,244,409188.00
Santiago,Santiago de los Caballeros,Cerro Alto,Penthouse,4,3,4,316,765984.00
Samaná,Las Terrenas,Playa Bonita,Apartamento,1,2,1,72,86112.00
Santo Domingo,Santo Domingo Este,Las Américas,Apartamento,1,2,2,226,440926.00
Samaná,Las Terrenas,Playa Bonita,Apartamento,1,4,1,174,295104.00
Distrito Nacional,Santo Domingo,Evaristo Morales,Apartamento,3,1,2,227,414502.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Apartamento,1,4,1,94,137146.00
Santo Domingo,Santo Domingo Norte,Sabana Perdida,Penthouse,5,4,2,332,876812.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Casa,5,4,2,327,353487.00
Puerto Plata,Puerto Plata,Cabarete,Apartamento,3,3,2,99,148401.00
Distrito Nacional,Santo Domingo,Sarasota,Villa,4,4,3,489,858684.00
Distrito Nacional,Santo Domingo,Gazcue,Apartamento,4,3,1,119,244069.00
Distrito Nacional,Santo Domingo,Bella Vista,Casa,5,6,4,566,1069174.00
La Altagracia,Punta Cana,Bávaro,Apartamento,3,2,2,177,287979.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Penthouse,4,4,4,327,597429.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Apartamento,2,3,1,165,349635.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Apartamento,2,3,1,54,105624.00
Santo Domingo,Santo Domingo Este,San Isidro,Apartamento,1,2,1,57,105735.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Penthouse,3,5,3,279,459234.00
La Altagracia,Punta Cana,El Cortecito,Casa,4,6,3,503,1112133.00
Samaná,Las Terrenas,Cosón,Casa,4,5,4,337,731964.00
Puerto Plata,Puerto Plata,Cabarete,Villa,5,3,2,621,1007262.00
Santo Domingo,Santo Domingo Este,Coral Mall,Apartamento,1,3,1,99,150381.00
Santo Domingo,Santo Domingo Este,Ensanche Ozama,Apartamento,1,1,2,196,305564.00
Santo Domingo,Santo Domingo Norte,Villa Mella,Villa,3,3,2,276,332304.00
Santo Domingo,Santo Domingo Este,Coral Mall,Apartamento,1,3,1,161,314594.00
La Romana,La Romana,Buena Vista,Townhouse,3,1,1,245,324380.00
La Romana,La Romana,Buena Vista,Casa,3,5,3,492,552516.00
Distrito Nacional,Santo Domingo,Piantini,Apartamento,2,4,2,213,687564.00
Santo Domingo,Santo Domingo Oeste,Villa Aura,Apartamento,4,4,2,152,263872.00
Santo Domingo,Santo Domingo Este,Las Américas,Apartamento,2,2,2,218,320242.00
Santo Domingo,Santo Domingo Este,Las Américas,Casa,6,3,2,256,318720.00
Santo Domingo,Santo Domingo Norte,Villa Mella,Apartamento,1,1,2,91,147238.00
La Romana,La Romana,Casa de Campo,Apartamento,1,3,2,180,370620.00
Santo Domingo,Santo Domingo Este,San Isidro,Villa,6,3,3,464,940992.00
La Romana,La Romana,Casa de Campo,Apartamento,2,1,1,64,153600.00
Puerto Plata,Puerto Plata,Torre Alta,Apartamento,2,1,1,51,92412.00
Santo Domingo,Santo Domingo Oeste,Prolongación 27,Apartamento,2,4,1,74,81918.00
La Altagracia,Punta Cana,White Sands,Casa,4,4,2,722,960982.00
La Romana,La Romana,Central Romana,Casa,5,6,4,345,588225.00
Samaná,Las Terrenas,Playa Bonita,Apartamento,1,1,2,151,299735.00
Santo Domingo,Santo Domingo Norte,Sabana Perdida,Apartamento,2,2,1,192,292416.00
La Romana,La Romana,Central Romana,Villa,4,3,3,597,608940.00
La Romana,La Romana,Buena Vista,Apartamento,4,2,2,166,218124.00
Santo Domingo,Santo Domingo Oeste,Manoguayabo,Apartamento,1,1,1,98,138866.00
La Romana,La Romana,Casa de Campo,Casa,4,6,2,281,970293.00
La Romana,La Romana,Central Romana,Apartamento,2,3,1,168,206472.00
La Romana,La Romana,Buena Vista,Apartamento,1,4,2,176,332464.00
Santo Domingo,Santo Domingo Este,Lucerna,Casa,5,6,2,186,399900.00
La Romana,La Romana,Central Romana,Casa,5,3,2,310,559860.00
Samaná,Las Terrenas,Cosón,Townhouse,1,4,1,140,274120.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Apartamento,3,3,2,95,107730.00
Santo Domingo,Santo Domingo Norte,Sabana Perdida,Apartamento,4,4,1,206,375744.00
Samaná,Las Terrenas,Playa Bonita,Casa,6,3,3,699,1442736.00
Samaná,Las Terrenas,Playa Bonita,Apartamento,2,3,2,210,234780.00
San Pedro de Macorís,Juan Dolio,Playa Juan Dolio,Casa,4,6,4,203,357483.00
Santiago,Santiago de los Caballeros,Villa Olga,Casa,6,5,4,491,480198.00
San Pedro de Macorís,Juan Dolio,Playa Juan Dolio,Apartamento,4,1,1,191,388876.00
Santiago,Santiago de los Caballeros,Villa Olga,Casa,5,6,4,471,791280.00
Santiago,Santiago de los Caballeros,El Dorado II,Townhouse,2,3,1,155,317130.00
Santo Domingo,Santo Domingo Oeste,Villa Aura,Villa,5,3,3,729,1415718.00
Santo Domingo,Santo Domingo Este,San Isidro,Casa,3,4,3,503,437610.00
Samaná,Las Terrenas,Playa Bonita,Apartamento,4,1,2,93,124806.00
Distrito Nacional,Santo Domingo,Bella Vista,Apartamento,4,1,2,152,257336.00
La Romana,La Romana,Central Romana,Penthouse,3,5,2,358,928652.00
Santiago,Santiago de los Caballeros,Villa María,Apartamento,2,1,1,220,260480.00
La Altagracia,Punta Cana,El Cortecito,Apartamento,2,4,2,240,316080.00
La Romana,La Romana,Buena Vista,Apartamento,2,1,1,164,304712.00
Distrito Nacional,Santo Domingo,Piantini,Casa,3,4,4,579,2010288.00
Puerto Plata,Puerto Plata,Sosúa,Apartamento,3,2,1,141,266913.00
Santiago,Santiago de los Caballeros,El Dorado II,Apartamento,2,4,2,160,323040.00
Samaná,Las Terrenas,Playa Bonita,Apartamento,4,1,1,185,382210.00
Santo Domingo,Santo Domingo Norte,Sabana Perdida,Villa,3,2,2,388,669300.00
La Altagracia,Punta Cana,White Sands,Casa,4,4,3,490,669340.00
Santo Domingo,Santo Domingo Norte,Villa Mella,Apartamento,3,3,2,193,370560.00
La Altagracia,Punta Cana,Cap Cana,Apartamento,1,4,1,251,528104.00
Santo Domingo,Santo Domingo Este,Coral Mall,Penthouse,5,5,3,464,825920.00
La Altagracia,Punta Cana,El Cortecito,Apartamento,2,2,1,205,228780.00
La Altagracia,Punta Cana,Cap Cana,Casa,5,5,2,444,1287600.00
Santiago,Santiago de los Caballeros,Villa Olga,Penthouse,4,5,3,386,873132.00
Samaná,Las Terrenas,Playa Bonita,Apartamento,3,2,1,260,409240.00
La Romana,La Romana,Casa de Campo,Apartamento,4,1,1,123,339726.00
La Altagracia,Punta Cana,Cap Cana,Casa,3,2,4,435,1117080.00
Santo Domingo,Santo Domingo Norte,Avenida Jacobo Majluta,Penthouse,3,5,3,341,958210.00
Santo Domingo,Santo Domingo Norte,Sabana Perdida,Apartamento,4,3,1,208,376272.00
La Romana,La Romana,Buena Vista,Apartamento,3,3,1,96,165600.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Casa,5,2,3,298,559644.00
La Altagracia,Punta Cana,El Cortecito,Apartamento,1,4,1,64,114432.00
Distrito Nacional,Santo Domingo,Sarasota,Villa,3,4,3,274,377846.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Apartamento,4,2,2,213,327807.00
La Altagracia,Punta Cana,Cap Cana,Casa,5,2,3,301,736547.00
Samaná,Las Terrenas,Cosón,Apartamento,4,2,2,124,187984.00
Distrito Nacional,Santo Domingo,La Julia,Casa,3,3,2,307,594045.00
Santo Domingo,Santo Domingo Oeste,Manoguayabo,Casa,3,3,2,713,1483040.00
Santo Domingo,Santo Domingo Norte,Sabana Perdida,Penthouse,5,4,4,493,915994.00
La Romana,La Romana,Casa de Campo,Apartamento,2,4,2,100,173400.00
Santiago,Santiago de los Caballeros,La Barranquita,Casa,3,4,2,305,537105.00
Santiago,Santiago de los Caballeros,La Barranquita,Apartamento,2,3,1,173,371604.00
Distrito Nacional,Santo Domingo,Naco,Apartamento,1,3,2,225,724950.00
Santo Domingo,Santo Domingo Oeste,Villa Aura,Casa,6,5,2,670,1176520.00
Puerto Plata,Puerto Plata,Cabarete,Apartamento,4,1,2,107,163603.00
Puerto Plata,Puerto Plata,Cabarete,Apartamento,3,4,2,117,210483.00
Distrito Nacional,Santo Domingo,Mirador Sur,Apartamento,1,1,1,62,111352.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Apartamento,2,3,1,74,94276.00
La Romana,La Romana,Central Romana,Apartamento,3,3,1,216,367848.00
Puerto Plata,Puerto Plata,Costámbar,Apartamento,3,4,2,162,234738.00
La Romana,La Romana,Buena Vista,Villa,6,4,4,536,1025904.00
Santo Domingo,Santo Domingo Norte,Villa Mella,Villa,3,3,2,253,443509.00
Samaná,Las Terrenas,Cosón,Apartamento,1,2,2,185,274540.00
Samaná,Las Terrenas,Cosón,Villa,6,2,3,721,1054102.00
Santiago,Santiago de los Caballeros,Villa María,Villa,5,3,3,688,809776.00
La Romana,La Romana,Buena Vista,Townhouse,1,1,1,235,363075.00
Distrito Nacional,Santo Domingo,Evaristo Morales,Apartamento,3,4,1,248,314216.00
Samaná,Las Terrenas,Playa Bonita,Apartamento,4,1,2,136,152728.00
Distrito Nacional,Santo Domingo,Mirador Sur,Apartamento,2,1,2,169,202124.00
La Altagracia,Punta Cana,Punta Cana Village,Casa,6,5,4,392,510384.00
La Altagracia,Punta Cana,Bávaro,Apartamento,3,1,2,241,270884.00
La Altagracia,Punta Cana,Cap Cana,Casa,6,2,4,304,517712.00
Samaná,Las Terrenas,Playa Bonita,Apartamento,1,1,1,186,252402.00
Samaná,Las Terrenas,Cosón,Apartamento,3,3,1,112,220976.00
Distrito Nacional,Santo Domingo,Mirador Sur,Casa,5,6,2,694,764094.00
Distrito Nacional,Santo Domingo,Gazcue,Apartamento,2,3,1,232,474208.00
Santo Domingo,Santo Domingo Oeste,Manoguayabo,Casa,5,6,3,390,634140.00
Puerto Plata,Puerto Plata,Cabarete,Penthouse,3,3,4,398,1012114.00
Samaná,Las Terrenas,Cosón,Apartamento,2,3,1,254,310642.00
Distrito Nacional,Santo Domingo,La Julia,Apartamento,4,1,2,212,359764.00
San Pedro de Macorís,Juan Dolio,Playa Juan Dolio,Casa,5,5,3,425,869975.00
San Pedro de Macorís,Juan Dolio,Playa Juan Dolio,Casa,5,2,2,568,820192.00
Santo Domingo,Santo Domingo Oeste,Manoguayabo,Townhouse,1,2,1,170,356150.00
Santo Domingo,Santo Domingo Norte,Sabana Perdida,Casa,4,6,4,611,1332591.00
Puerto Plata,Puerto Plata,Torre Alta,Casa,4,4,2,713,725834.00
Puerto Plata,Puerto Plata,Costámbar,Casa,6,2,2,287,610162.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Apartamento,2,3,2,154,253022.00
Distrito Nacional,Santo Domingo,La Julia,Townhouse,1,2,1,84,176736.00
Santo Domingo,Santo Domingo Oeste,Herrera,Casa,6,5,2,612,688500.00
La Romana,La Romana,Casa de Campo,Casa,5,4,3,298,892808.00
Samaná,Las Terrenas,Playa Bonita,Apartamento,2,1,2,197,234627.00
Puerto Plata,Puerto Plata,Torre Alta,Apartamento,1,2,1,179,298751.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Apartamento,3,3,2,78,123630.00
La Altagracia,Punta Cana,Cocotal,Apartamento,4,2,2,81,164268.00
Santiago,Santiago de los Caballeros,La Trinitaria,Casa,6,6,4,302,498904.00
Puerto Plata,Puerto Plata,Costámbar,Apartamento,1,2,2,103,219493.00
La Romana,La Romana,Casa de Campo,Apartamento,2,4,2,,614304.00
Santo Domingo,Santo Domingo Oeste,Prolongación 27,Casa,5,5,3,194,264616.00
Santo Domingo,Santo Domingo Este,Ensanche Ozama,Apartamento,1,1,2,99,212751.00
Puerto Plata,Puerto Plata,Sosúa,Casa,4,5,2,537,746967.00
Santo Domingo,Santo Domingo Norte,Villa Mella,Penthouse,3,5,2,339,567486.00
Samaná,Las Terrenas,Playa Bonita,Apartamento,3,4,2,84,93576.00
Santiago,Santiago de los Caballeros,Los Colegios,Casa,3,5,4,458,482732.00
Samaná,Las Terrenas,Playa Bonita,Casa,5,3,4,257,249547.00
Samaná,Las Terrenas,Cosón,Apartamento,3,1,1,86,143362.00
La Romana,La Romana,Buena Vista,Casa,6,3,4,579,794967.00
Samaná,Las Terrenas,Cosón,Casa,4,4,2,687,1003707.00
Santo Domingo,Santo Domingo Norte,Avenida Jacobo Majluta,Casa,5,3,2,609,641886.00
Santo Domingo,Santo Domingo Este,Las Américas,Villa,3,2,2,492,803436.00
La Romana,La Romana,Buena Vista,Casa,6,3,2,666,582084.00
Santo Domingo,Santo Domingo Norte,Sabana Perdida,Apartamento,2,1,1,249,291579.00
Distrito Nacional,Santo Domingo,Mirador Sur,Apartamento,2,4,2,234,322218.00
Santo Domingo,Santo Domingo Este,Las Américas,Apartamento,4,1,1,136,279072.00
San Pedro de Macorís,Juan Dolio,Playa Juan Dolio,Apartamento,1,1,2,112,154448.00
La Altagracia,Punta Cana,Cocotal,Townhouse,1,4,1,207,423315.00
Santo Domingo,Santo Domingo Este,Ensanche Ozama,Apartamento,1,4,1,91,117481.00
Santo Domingo,Santo Domingo Este,Ensanche Ozama,Apartamento,4,1,2,69,130962.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Casa,3,4,3,466,784744.00
Santo Domingo,Santo Domingo Este,San Isidro,Casa,4,6,2,665,573230.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Apartamento,4,1,1,107,183719.00
Santiago,Santiago de los Caballeros,Cerro Alto,Casa,4,2,4,586,516266.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Casa,5,2,2,197,402668.00
Santiago,Santiago de los Caballeros,Los Colegios,Apartamento,4,4,1,146,167316.00
Santo Domingo,Santo Domingo Oeste,Prolongación 27,Apartamento,3,3,1,107,146269.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Casa,6,6,3,750,674250.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Penthouse,5,4,4,496,1100128.00
Santo Domingo,Santo Domingo Este,San Isidro,Casa,3,2,4,,440672.00
Samaná,Las Terrenas,Playa Bonita,Casa,6,6,3,472,987424.00
La Romana,La Romana,Buena Vista,Casa,6,6,4,611,677599.00
Santo Domingo,Santo Domingo Oeste,Manoguayabo,Apartamento,1,1,2,129,262386.00
Santiago,Santiago de los Caballeros,Gurabo,Apartamento,2,4,1,194,256856.00
Samaná,Las Terrenas,Playa Bonita,Apartamento,2,1,2,126,149814.00
Distrito Nacional,Santo Domingo,Renacimiento,Apartamento,2,4,1,100,176700.00
Santo Domingo,Santo Domingo Oeste,Villa Aura,Apartamento,4,3,2,60,127920.00
Santo Domingo,Santo Domingo Norte,Villa Mella,Casa,6,4,3,622,766926.00
Santo Domingo,Santo Domingo Norte,Villa Mella,Casa,4,3,4,683,1540165.00
Santo Domingo,Santo Domingo Norte,Villa Mella,Apartamento,3,1,1,244,377224.00
Distrito Nacional,Santo Domingo,Piantini,Casa,6,3,3,592,1630960.00
Santo Domingo,Santo Domingo Oeste,Herrera,Apartamento,1,1,1,114,153102.00
Puerto Plata,Puerto Plata,Sosúa,Casa,3,5,4,335,445885.00
Santo Domingo,Santo Domingo Norte,Sabana Perdida,Casa,6,6,4,724,1471168.00
San Pedro de Macorís,Juan Dolio,Playa Juan Dolio,Apartamento,1,4,1,188,336332.00
Santiago,Santiago de los Caballeros,El Dorado II,Penthouse,5,4,3,352,807840.00
Santo Domingo,Santo Domingo Oeste,Herrera,Casa,5,3,2,624,682032.00
Santo Domingo,Santo Domingo Este,Lucerna,Villa,6,2,2,715,732160.00
La Altagracia,Punta Cana,Bávaro,Apartamento,3,3,2,178,247242.00
Samaná,Las Terrenas,Cosón,Casa,3,3,4,446,986106.00
Distrito Nacional,Santo Domingo,Naco,Apartamento,3,2,2,155,466240.00
Distrito Nacional,Santo Domingo,El Millón,Apartamento,3,3,2,153,303552.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Apartamento,1,1,1,118,133576.00
Santo Domingo,Santo Domingo Norte,Villa Mella,Apartamento,2,2,1,181,364534.00
Samaná,Las Terrenas,Cosón,Townhouse,2,4,1,58,104922.00
La Romana,La Romana,Casa de Campo,Apartamento,3,2,2,108,306936.00
Santo Domingo,Santo Domingo Oeste,Manoguayabo,Apartamento,2,3,2,54,60318.00
Santiago,Santiago de los Caballeros,El Dorado II,Casa,3,6,2,744,1700784.00
La Altagracia,Punta Cana,Bávaro,Apartamento,4,1,1,251,444270.00
La Altagracia,Punta Cana,Cocotal,Casa,6,2,2,,435842.00
Santo Domingo,Santo Domingo Norte,Avenida Jacobo Majluta,Casa,6,5,2,235,240640.00
Santo Domingo,Santo Domingo Norte,Avenida Jacobo Majluta,Apartamento,4,1,1,72,105048.00
Santo Domingo,Santo Domingo Oeste,Prolongación 27,Apartamento,4,1,2,72,97632.00
Distrito Nacional,Santo Domingo,Gazcue,Penthouse,5,4,2,474,1127646.00
Puerto Plata,Puerto Plata,Costámbar,Casa,5,4,3,227,334825.00
Santo Domingo,Santo Domingo Norte,Avenida Jacobo Majluta,Townhouse,4,2,2,148,170348.00
Santo Domingo,Santo Domingo Este,Las Américas,Casa,4,2,3,691,1472521.00
Santo Domingo,Santo Domingo Oeste,Villa Aura,Apartamento,2,3,1,139,272857.00
Santo Domingo,Santo Domingo Este,San Isidro,Townhouse,2,2,2,243,317601.00
Santo Domingo,Santo Domingo Norte,Sabana Perdida,Apartamento,2,4,2,50,107150.00
Puerto Plata,Puerto Plata,Torre Alta,Apartamento,4,3,2,89,121574.00
Santiago,Santiago de los Caballeros,El Dorado II,Townhouse,4,4,2,180,297360.00
Samaná,Las Terrenas,Cosón,Apartamento,1,2,1,213,324825.00
La Altagracia,Punta Cana,Bávaro,Casa,3,6,3,692,1389536.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Townhouse,2,2,2,119,181951.00
Santiago,Santiago de los Caballeros,Gurabo,Apartamento,4,4,1,78,109824.00
Santo Domingo,Santo Domingo Este,Coral Mall,Apartamento,4,3,2,91,166530.00
Santiago,Santiago de los Caballeros,Cerro Alto,Casa,6,4,3,270,297810.00
